Year,Type,Country,Area,Activity,Sex ,Fatal
1947.0,Unprovoked,AUSTRALIA,New South Wales,Fishing from surf ski,M,False
1947.0,Unprovoked,AUSTRALIA,New South Wales,Swimming,M,True
1947.0,Unprovoked,AUSTRALIA,New South Wales,Swimming,M,False
1947.0,Unprovoked,AUSTRALIA,Queensland,,M,True
1947.0,Unprovoked,AUSTRALIA,Northern Territory,Fishing in waist-deep water,M,False
1947.0,Unprovoked,BRAZIL,Pernambuco,Swimming ,M,True
1947.0,Unprovoked,USA,Florida,Swimming,M,True
1947.0,Provoked,USA,California,Fishing,M,False
1947.0,Unprovoked,AUSTRALIA,Northern Territory,Diving,M,False
1947.0,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,Swimming,M,False
1947.0,Invalid,GREECE,Carpathian Sea,Jumped overboard ,M,True
1947.0,Unprovoked,USA,Hawaii,Fishing,M,False
1947.0,Boating,AUSTRALIA,New South Wales,Fishing,,False
1947.0,Unprovoked,KENYA,Coast Province,Swimming,M,False
1947.0,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,Treading water,M,False
1947.0,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,Body surfing,M,False
1947.0,Unprovoked,AUSTRALIA,New South Wales,Surfing,M,False
1947.0,Provoked,PACIFIC OCEAN,,"Moving shark from tuna vessel when boat rolled, placing both man & shark in chest-deep water",M,False
1947.0,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,Wading,M,False
1947.0,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,Treading water,M,False
1947.0,Boating,AUSTRALIA,Queensland,Fishing,,False
1947.0,Provoked,BAHAMAS,New Providence Island,Attempting to ride a shark,M,False
1947.0,Unprovoked,BRAZIL,Rio de Janeiro,Bathing,,True
1947.0,Boating,AUSTRALIA,New South Wales,Rowing,,False
1947.0,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,Treading water,M,False
1946.0,Unprovoked,AUSTRALIA,South Australia,Swimming near jetty with 2' piece of wood,M,False
1946.0,Boating,AUSTRALIA,Queensland,,,False
1946.0,Unprovoked,AUSTRALIA,Torres Strait,Pearl diving from lugger,M,True
1946.0,Unprovoked,MARSHALL ISLANDS,Kwajalein,Fishing,M,True
1946.0,Unprovoked,AUSTRALIA,New South Wales,Swimming,M,False
1946.0,Unprovoked,ISRAEL,Gaza,Fishing,M,False
1946.0,Unprovoked,AUSTRALIA,Queensland,Swimming after a tennis ball,M,True
1946.0,Unprovoked,IRAN,Khuzestan Province,"Fishing, probably with a net",M,False
1946.0,Unprovoked,IRAN,Khuzestan Province,Swimming ,M,False
1946.0,Unprovoked,INDIA,,Bathing,M,False
1946.0,Unprovoked,TANZANIA,Dar-es-Salaam ,Swimming ,M,False
1946.0,Unprovoked,AUSTRALIA,Queensland,Swimming,M,True
1946.0,Boating,AUSTRALIA,South Australia,Fishing,,False
1946.0,Boating,AUSTRALIA,South Australia,Fishing,M,False
1946.0,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,Treading water,M,False
1946.0,Unprovoked,AUSTRALIA,Western Australia,Standing,M,False
1946.0,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,Swimming ,M,False
1946.0,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,Treading water,M,False
1946.0,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,Swimming,M,False
1946.0,Unprovoked,AUSTRALIA,Queensland,,M,False
1946.0,Unprovoked,SOUTH AFRICA,Western Cape Province,Jumping in swells,M,False
1946.0,Unprovoked,AUSTRALIA,New South Wales,Swimming,F,True
1946.0,Unprovoked,SOUTH AFRICA,Eastern Cape Province,Body surfing,M,False
1946.0,Boating,SOUTH AFRICA,Western Cape Province,,,False
1946.0,Boating,SOUTH AFRICA,Western Cape Province,,,False
1946.0,Unprovoked,PERSIAN GULF,"""Head of the Gulf""",Bitten after dhow shipwrecked,F,False
1945.0,Unprovoked,HONG KONG,,Bathing,M,True
1945.0,Sea Disaster,OKINAWA,,American minesweeper USS YMS-472 foundered in a typhoon - swimming to shore,M,False
1945.0,Sea Disaster,JAPAN,Ryukyu,American minesweeper USS YMS-350 lost in a typhoon - swimming to shore,M,True
1945.0,Unprovoked,IRAN,Shatt-al-Arab River,Swimming,M,False
1945.0,Unprovoked,IRAN / IRAQ,Shatt-al-Arab River,,M,False
1945.0,Unprovoked,USA, North Carolina,,,True
1945.0,Sea Disaster,PHILIPPINES,In transit between Tinian and Leyte,American cruiser Indianapolis torpedoed & sunk by the Japanese submarine I-58,,True
1945.0,Sea Disaster,JAVA,Northern Java,"90 European civilians, many women & children, were placed on the deck of a Japanese submarine that submerged when it was well offshore",,True
1945.0,Unprovoked,AUSTRALIA,Queensland,Swimming,M,True
1945.0,Unprovoked,USA,North Carolina,Swimming,M,True
1945.0,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,Walking,M,False
1945.0,Unprovoked,ISRAEL,Tel Aviv,Swimming,M,False
1945.0,Unprovoked,JAMAICA,,Diving,M,False
1945.0,Unprovoked,CUBA,Havana Province,"Playing on rock, slipped & fell into the water",M,True
1945.0,Unprovoked,PANAMA,Colon Province,Bathing with her mother,F,False
1945.0,Unprovoked,IRAQ,Basrah,Swimming,M,False
1944.0,Sea Disaster,PHILIPPINES,300 miles east of Luzon,Swimming near life raft,M,False
1944.0,Provoked,USA,Florida,Fishing for mackerel,,False
1944.0,Sea Disaster,SIERRA LEONE,Western Area,,M,True
1944.0,Invalid,AUSTRALIA,Queensland,Swimming,M,True
1944.0,Sea Disaster,PHILIPPINES,,"USS Gambier Bay CVE-73  shelled & sunk  at 09h57 on 10/24/1944, by Japanes fleet enroute to attack the Allied landing force at Leyte.",M,True
1944.0,Sea Disaster, PHILIPPINES,Bernardino Strait near Gulf of Leyte,USS Hoel DD 533 sunk on 10/24/1944 in the Battle off Samar. 2 crewmen were swimmng alongside a floater net &,M,True
1944.0,Sea Disaster,PHILIPPINES,Off Samar Island in the Gulf of Leyte,USS Johnston DD 557 sunk on 10/24/1944 in the Battle off Samara. Crewmen were swimming beside a raft.,M,True
1944.0,Unprovoked,PHILIPPINES,,Parachuted into Pacific,M,False
1944.0,Boating,AUSTRALIA,Queensland,Fishing,,False
1944.0,Unprovoked,USA,Maryland,Swimming,M,False
1944.0,Unprovoked,CARIBBEAN SEA,,Fell overboard from US Navy PC boat,M,True
1944.0,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,Swimming ,M,True
1944.0,Unprovoked,SOUTH AFRICA,Western Cape Province,Swimming,M,True
1944.0,Invalid,NORTH PACIFIC OCEAN,,,M,True
1944.0,Unprovoked,USA,Florida,Bathing,F,False
1944.0,Unprovoked,SAMOA,,,,False
1944.0,Unprovoked,PANAMA,Caribbean Sea,Washed overboard by swell,M,True
1944.0,Unprovoked,NICARAGUA,Lake Nicaragua (fresh water),,,True
1944.0,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,Treading water,M,False
1944.0,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,Standing,M,True
1944.0,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,Treading water,M,False
1944.0,Unprovoked,SOUTH AFRICA,Western Cape Province,Treading water,M,False
1944.0,Unprovoked,INDIA,,Bathing,M,True
1944.0,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,Body surfing,M,True
1944.0,Boating,AUSTRALIA,Western Australia,Fishing,M,False
1944.0,Unprovoked,AUSTRALIA,New South Wales,Surfing,M,False
1944.0,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,Swimming,M,True
1944.0,Sea Disaster,SOUTH PACIFIC OCEAN,,Adrift on raft,M,True
1944.0,Sea Disaster,ITALY,Adriatic Sea,B-24 aircraft crashed  into the sea,M,True
1944.0,Unprovoked,NEW GUINEA,Pacific Ocean,Fell overboard from USS Ward,M,True
1943.0,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,Treading water,M,True
1943.0,Sea Disaster,USA,South Carolina,The Cuban freighter Libertad was torpedoed and sunk by the German submarine U-129,M,True
1943.0,Unprovoked,SOUTH AFRICA,Eastern Cape Province,Swimming with board,M,False
1943.0,Sea Disaster,PACIFIC OCEAN,Near the Fiji Islands,The 6711-ton American freighter & troop transport Cape San Juan was torpedoed by the Japanese submarine I-21,M,True
1943.0,Invalid,USA,Florida,,M,True
1943.0,Unprovoked,PANAMA,Gulf of Panama,Dived overboard to check propeller of US Navy motor torpedo boat,M,True
1943.0,Sea Disaster,ITALY,40 miles south of Naples ,Flying Fortress bomber aircraft went down after daytime raid on Naples. He was swimming on the surface,M,False
1943.0,Sea Disaster,USA,Florida,Treading water after survivng crash of the US Navy airship K-74 that was hit by the German submarine U-134,M,True
1943.0,Boating,PORTUGAL,,Fishing for mackerel,,False
1943.0,Invalid,MEXICO,Veracruz,Swimming,M,True
1943.0,Boating,AUSTRALIA,Tasmania,Fishing for cod,M,False
1943.0,Invalid,PACIFIC OCEAN,,B-24 crashed during a search mission. Survivors in raft for 47 days ,M,True
1943.0,Sea Disaster,CENTRAL PACIFIC,,"S2N Navy scout plane went down, E.H. Almond & Lieut A.G. Reading in water",M,False
1943.0,Sea Disaster,CENTRAL PACIFIC,,"S2N Navy scout plane went down, E.H. Almond & Lieut A.G. Reading in water",M,True
1943.0,Sea Disaster,AUSTRALIA,Queensland,Hospital Ship Centaur torpedoed & sunk by the Japanese submarine I-177,M,True
1943.0,Sea Disaster,INDIAN OCEAN,,ship torpedoed 400 miles off the African coas. Man was clinging to hatch cover,M,False
1943.0,Invalid,USA,Hawaii,"Small boat swamped, 4  people swimming to shore but he fell behind the other 3 and vanished",M,True
1943.0,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,Swimming,M,True
1943.0,Sea Disaster,SIERRA LEONE,,"The 21,516-ton troopship Empress of Canada torpedoed and sunk by the Italian submarine Leonardo da Vinci",,True
1943.0,Sea Disaster,BRAZIL,,The 3540-ton Alfonso Penna was torpedoed & sunk by the Italian submarine Barbarigo,,True
1943.0,Sea Disaster,PAPUA NEW GUINEA,Morobe Province,"Known as The Battle of the Bismarck Sea :  8 Japanese destroyers guarding a convoy of 8 transports were attacked by 129 Allied fighters, 207 bombers & 3 squadrons of the Royal Australian Air Force. ",,True
1943.0,Sea Disaster,PACIFIC OCEAN,Northwest of Papua New Guinea,The USS Wahoo torpedoes & sank the Japanese troop transport Buyo Maru,M,True
1943.0,Unprovoked,MEXICO,Veracruz,Swimming,,True
1943.0,Unprovoked,SOLOMON ISLANDS,,Swimming,M,False
1943.0,Unprovoked,IRAQ,,Swimming,M,False
1943.0,Unprovoked,USA,Hawaii,Spearfishing,M,False
1943.0,Unprovoked,USA,Hawaii,Spearfishing,M,False
1943.0,Unprovoked,USA,Hawaii,,M,False
1942.0,Unprovoked,AUSTRALIA,New South Wales,Dog paddling or standing,F,True
1942.0,Sea Disaster,SOUTH AFRICA,KwaZulu-Natal,U-177 torpedoed & sank the troopship Nova Scotia,M,True
1942.0,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,Swimming,M,False
1942.0,Sea Disaster,SOLOMON ISLANDS,,Thrown from destroyer when shell hit,M,False
1942.0,Sea Disaster,INDIAN OCEAN,,"On 6-Nov-1942, the German submarine U-68 sank the City of Cairo 5 days from Cape Town, survivors took to lifeboats & rafts. On the 15th day, a fireman jumped over the stern & was taken by sharks",M,True
1942.0,Sea Disaster,SOLOMON ISLANDS,,"Anti-Aircraft cruiser USS Atlanta (CL,-05) travelling in convoy after the Battle of Midway, encountered a Japanese flotilla  (Battle of Guadalcanal) &, heavily damaged by gunfire, she was lost off Lunga Point. Victim was swimming when bitten.",M,False
1942.0,Sea Disaster,SOLOMON ISLANDS / VANUATU,,Explosion & sinking of the USS Juneau after being torpedoed by the submarine  I-85,M,True
1942.0,Sea Disaster,SOLOMON ISLANDS,,,M,True
1942.0,Unprovoked,SOUTH AFRICA,Western Cape Province,Swimming ,M,True
1942.0,Provoked,PACIFIC OCEAN,Between Hawaii and U.S.A.,In rubber dinghy with Captain Eddie Rickenbacker for 21 days. ,M,False
1942.0,Sea Disaster,SOLOMON ISLANDS,Makora-Ulawa Province,"His ship, the US destroyer Duncan DD 485, had been  sunk by crossfire from Japanese warships. He was wearing a kapok lifejacket & using 2 aluminum powder tins for floatation  ",M,False
1942.0,Sea Disaster,ATLANTIC OCEAN,04.05N-13.23W,The 6015-ton British ship Empire Avocet was torpedoed by the German submarine U-125. ,,False
1942.0,Sea Disaster,ATLANTIC OCEAN,,"The Pacquebot Laconia, enroute to Liverpool with 600 Italian prisoners onboard, was torpedoed by the German submarine  U-156 and only 2 rafts were launched before the ship went down. Unable to board an overcrowded raft, he was swimming.",M,False
1942.0,Unprovoked,AUSTRALIA,Queensland,Treading water,M,False
1942.0,Sea Disaster,SOUTHWEST PACIFIC OCEAN,,Adrift on life raft,M,True
1942.0,Sea Disaster,SOLOMON ISLANDS,,Japanese aircraft shot down. He was one of two survivors rescued by the U.S. destroyer Mugford,M,False
1942.0,Sea Disaster,ATLANTIC OCEAN,,The SS Potlach was torpedoed & sunk by the U-153 on 27-Jun-1942. ,M,True
1942.0,Provoked,ITALY,Liguria,Sculling,M,False
1942.0,Sea Disaster,BAY OF BENGAL,,A 210-ton brig was sunk by a Japanese submarine. Some of the survivors were machine-gunned & some were taken by sharks,M,True
1942.0,Invalid,BRAZIL,,boat capsized during filming,M,True
1942.0,Unprovoked,USA,Midway Atoll,"Plane crashed in water, men in life raft",M,False
1942.0,Unprovoked,AUSTRALIA,Queensland,Diving from lugger,M,False
1942.0,Invalid,INDIAN OCEAN,West of Ceylon (Sri  Lanka),H.M.S. Cornwall & H.M.S.Dorsetshire sunk by Japanese dive bombers. Officers & men in the water formed a circle with 60 of their dead in the center for 36 hours,,True
1942.0,Sea Disaster,CUBA,Guantanamo Province,Esso Bolivar was torpedoed & shelled by the German submarine U-126,M,True
1942.0,Invalid,AUSTRALIA,New South Wales,,M,True
1942.0,Boating,AUSTRALIA,New South Wales,,,False
1942.0,Unprovoked,AUSTRALIA,New South Wales,Swimming,F,True
1942.0,Provoked,AUSTRALIA,New South Wales,Surf-skiing,M,False
1942.0,Sea Disaster,INDONESIA,East Java,Captured Allied soldiers were squeezed into 3' bamboo pig baskets & fed to waiting sharks,M,True
1942.0,Boating,AUSTRALIA,Tasmania,Fishing for perch,M,False
1942.0,Unprovoked,PHILIPPINES,Camiguin Island,"Sailing from Gingood, Misamis Oriental to Sagay (normally a 2-day voyage) capsized with 6 on board, three men were taken by sharks when they attempted to swim to shore.",M,True
1942.0,Boating,SOUTH AFRICA,Western Cape Province,,,False
1942.0,Boating,SOUTH AFRICA,Western Cape Province,,,False
1942.0,Unprovoked,BAHAMAS,Cay Sal Bank,Swimming along side N.E.L. vessel Saluda,M,False
1942.0,Sea Disaster,MID-PACIFC OCEAN,(Southwestern Pacific),"Plane forced down, 3 men on rubber life raft. Put hand over side to feel drift of boat ",M,False
1942.0,Sea Disaster,SOUTHWEST PACIFIC OCEAN,,Ditched plane in the sea & were adrift on a rubber life raft. ,M,False
1942.0,Unprovoked,PANAMA,Panama City,Swimming,M,True
1941.0,Sea Disaster,SOUTH ATLANTIC OCEAN,,Torpedoed & burning British  light cruiser with a crew of 450 men,,True
1941.0,Unprovoked,AUSTRALIA,Western Australia,Swimming,M,False
1941.0,Sea Disaster,SOUTH ATLANTIC OCEAN,Off Libya,HMAS Parramatta torpedoed & sunk by the U-559,M,False
1941.0,Sea Disaster,SOUTH ATLANTIC OCEAN,Off Libya,HMAS Parramatta torpedoed & sunk by the U-559,M,False
1941.0,Sea Disaster,SOUTH ATLANTIC OCEAN,"North of Pernambuco, Brazil",British cruiser Dunedin torpedoed & sunk by the U-124,,True
1941.0,Sea Disaster,AUSTRALIA,Western Australia,German raider Kormoran was sunk in an engagement with HMAS Sydney,M,False
1941.0,Unprovoked,CARIBBEAN SEA,,SS Ethel Skakel foundered in Central America Hurricane of 1941,M,True
1941.0,Provoked,USA,New York,Fishing,,False
1941.0,Invalid,AUSTRALIA,New South Wales,Swimming,M,True
1941.0,Unprovoked,USA,South Carolina,Swimming at edge of channel,M,False
1941.0,Boating,USA,New Jersey,Fishing for tuna,,False
1941.0,Provoked,USA,Hawaii,Fishing,M,False
1941.0,Provoked,USA,New York,Fishing from 32' boat,M,False
1941.0,Sea Disaster,PACIFIC OCEAN,Off coast of Ecuador,"Ditched aircraft, 3 men in the water. Swam for 31 hours",M,True
1941.0,Sea Disaster,SOUTH ATLANTIC OCEAN,,The troopship Britannia was sunk by the German raider Thor,M,False
1941.0,Provoked,USA,California,Fishing,M,False
1941.0,Provoked,AUSTRALIA,New South Wales,Fishing,M,False
1941.0,Provoked,JAMAICA,Trelawney Province,Seine netting,M,False
1941.0,Unprovoked,SOUTH ATLANTIC OCEAN,In Convoy OB 274,Rescuing seaman after ship sunk by German raider,M,False
1941.0,Sea Disaster,ATLANTIC OCEAN,,Adrift on raft after their ship was sunk by an Axis raider ,M,True
1941.0,Unprovoked,SOLOMON ISLANDS,New Georgia,Floating,M,False
1941.0,Unprovoked,IRAN,Khuzestan Province,Standing,M,True
1941.0,Unprovoked,IRAN,Khuzestan Province,,M,True
1941.0,Unprovoked,IRAN,Khuzestan Province,,M,False
1941.0,Unprovoked,IRAN,Khuzestan Province,Slipped off rocks and fell into the water,M,True
1941.0,Unprovoked,IRAN,Khuzestan Province,Standing,M,True
1941.0,Unprovoked,PAPUA NEW GUINEA,,,M,False
1940.0,Unprovoked,AUSTRALIA,New South Wales,Standing on sandbank,M,True
1940.0,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,Swimming,M,True
1940.0,Unprovoked,AUSTRALIA,Queensland,Fishing,M,False
1940.0,Provoked,AUSTRALIA,Northern Territory,Collecting fish in military trap when bitten by captured shark that had been shot by soldiers with Garten,M,False
1940.0,Unprovoked,PANAMA,Panama Bay (Pacific Ocean),Bathing,M,True
1940.0,Unprovoked,USA,South Carolina,Standing,M,False
1940.0,Unprovoked,USA,South Carolina,Standing ,M,False
1940.0,Unprovoked,USA,North Carolina,Fishing,M,False
1940.0,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,Treading water,M,True
1940.0,Unprovoked,AUSTRALIA,New South Wales,Free diving for lobster,M,False
1940.0,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,Swimming,M,True
1940.0,Boating,AUSTRALIA,New South Wales,Canoeing,,False
1940.0,Unprovoked,AUSTRALIA,New South Wales,Wading,M,True
1940.0,Unprovoked,AUSTRALIA,Queensland,Dived into the water,M,False
1940.0,Unprovoked,AUSTRALIA,New South Wales,Swimming,M,True
1940.0,Unprovoked,AUSTRALIA,Queensland,Swimming,M,False
1940.0,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,Swimming ,M,True
1940.0,Unprovoked,AUSTRALIA,Queensland,Diving for trochus,M,False
1940.0,Boating,SLOVENIA,Adriatic Sea,Boating,,False
1940.0,Unprovoked,NEW GUINEA,Bwagaoia,,F,True
1940.0,Unprovoked,PAPUA NEW GUINEA,Western Papuan Gulf,male,,False
1940.0,Invalid,SOUTH AFRICA,Eastern Cape Province,Swimming,,True
1940.0,Invalid,SOUTH AFRICA,KwaZulu-Natal,,F,True
1940.0,Invalid,SOUTH AFRICA,Eastern Cape Province,Standing in water with child in her arms,F,True
1939.0,Invalid,AUSTRALIA,New South Wales,Swimming,M,True
1939.0,Unprovoked,AUSTRALIA,Queensland,Swimming ,M,True
1939.0,Boating,AUSTRALIA,New South Wales,,,False
1939.0,Provoked,AUSTRALIA,New South Wales,,,False
1939.0,Boating,AUSTRALIA,New South Wales,,,False
1939.0,Boating,AUSTRALIA,New South Wales,,,False
1939.0,Unprovoked,SAMOA,,Fishing,M,True
1939.0,Unprovoked,AUSTRALIA,Queensland,"Free diving for trochus shell, swimming to dinghy",M,False
1939.0,Unprovoked,USA,Hawaii,Spearfishing & had just speared a ulua,M,False
1939.0,Unprovoked,AUSTRALIA,Torres Strait ,Pearl diving,M,False
1939.0,Provoked,USA,California,Fishing,M,False
1939.0,Sea Disaster,PACIFIC OCEAN,,Japanese freighter Bokuyo Maru burned & sank,,True
1939.0,Provoked,BAHAMAS,Andros Islands,"Dress diving, filming shark & pulling it through the water for a motion picture scene",M,False
1939.0,Provoked,USA,Texas,Seine netting,M,False
1939.0,Unprovoked,USA,Virginia,Washed off freighter Huncliff by a freak wave,M,True
1939.0,Unprovoked,PAPUA NEW GUINEA,Morobe Province,Dived for a coin,M,True
1939.0,Unprovoked,PAPUA NEW GUINEA,Central Province,Dived for a coin,M,True
1939.0,Unprovoked,INDIA,Tamil Nadu,Bathing/Swimming,M,True
1939.0,Provoked,NEW ZEALAND,North Island,Fishing,M,False
1939.0,Unprovoked,AUSTRALIA,New South Wales,Scooping prawns,M,False
1939.0,Sea Disaster,SRI LANKA,,She was on a ship that was torpedoes & was in the water awaiting rescue,F,False
1939.0,Boating,BAHAMAS,Andros Islands,Fishing,,False
1939.0,Unprovoked,VENEZUELA,Carabobo,Bathing,M,True
1939.0,Unprovoked,CURACAO,Ascension Bay,Diving,M,False
1939.0,Unprovoked,PAPUA NEW GUINEA,"Abau Sub District, Central Province",Swimming to anchored boat,M,True
1938.0,Unprovoked,AUSTRALIA,New South Wales,Swimming,M,True
1938.0,Provoked,AUSTRALIA,Queensland,Fishing,M,False
1938.0,Unprovoked,CHINA,North China,Swimming alongside warship   Tsingt-ao,M,True
1938.0,Provoked,USA,California,Fishing,M,False
1938.0,Unprovoked,USA,South Carolina,Swimming,M,False
1938.0,Provoked,TURKEY,,Fishing,M,False
1938.0,Provoked,USA,California,"Fishing, removing gaff from shark's mouth",M,False
1938.0,Unprovoked,AUSTRALIA,Torres Strait,"Hardhat diving from Japanese pearling lugger, Reiyo Maru",M,True
1938.0,Unprovoked,NICARAGUA,Lower San Juan River,"The schooner Elizabeth, bound from Bluefields, Nicaragua to the river port of San Carlos foundered",,True
1938.0,Unprovoked,AUSTRALIA,New South Wales,Hardhat diving,M,False
1938.0,Unprovoked,COSTA RICA,Nicoya Peninsula,Fishing,M,True
1938.0,Unprovoked,IRAQ,Basrah City,"Swimming, naked",M,False
1938.0,Unprovoked,INDIA,West Bengal,Bathing,,True
1938.0,Unprovoked,FIJI,Viti Levu,Wading,M,False
1938.0,Unprovoked,AUSTRALIA,Northern Territory,Canoe capsized by shark,M,False
1938.0,Provoked,AUSTRALIA,New South Wales,Fishing,M,False
1938.0,Provoked,SOUTH AFRICA,KwaZulu-Natal,"Watching seine netters with friends, one of whom picked up a netted shark",M,False
1938.0,Invalid,AUSTRALIA,New South Wales,Diving off jetty,M,True
1938.0,Unprovoked,AUSTRALIA,New South Wales,Surf skiing,M,False
1938.0,Unprovoked,EGYPT,,Sponge diving,M,True
1938.0,Unprovoked,TRINIDAD & TOBAGO,Trinidad,Body surfing,M,False
1938.0,Provoked,USA,North Carolina,Fishing,M,False
1938.0,Unprovoked,AUSTRALIA,Torres Strait,Diving,M,False
1938.0,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,Swimming,M,False
1937.0,Sea Disaster,USA,North Carolina,"Tzenny Chandris, a Greek freighter laden with scrap iron, foundered in heavy weather",M,True
1937.0,Unprovoked,AUSTRALIA,Torres Strait ,Diving for trochus,M,True
1937.0,Sea Disaster,SOLOMON ISLANDS,,"Two canoes with 14 aboard blown to sea in a storm. While adrift for 3 week, one person fell overboard and was killed by a shark",M,True
1937.0,Unprovoked,AUSTRALIA,Queensland ,Swimming ,M,True
1937.0,Unprovoked,AUSTRALIA,Queensland,Swimming ,M,True
1937.0,Unprovoked,AUSTRALIA,New South Wales,Swimming near jetty,M,False
1937.0,Unprovoked,AUSTRALIA,New South Wales,Surf skiing,M,False
1937.0,Provoked,CROATIA, Split-Dalmatia County,Fishing,M,False
1937.0,Boating,SCOTLAND,Argyllshire,Pleasure boating,,False
1937.0,Boating,SCOTLAND,Arran,Fishing,,False
1937.0,Unprovoked,SCOTLAND,Argyll,Rowing,M,False
1937.0,Unprovoked,AUSTRALIA,Torres Strait,"Diving from the lugger San, operated by the Protector of the Aborigines",M,False
1937.0,Invalid,TURKEY,,Swimming,M,True
1937.0,Unprovoked,PANAMA,Colon Province,Swimming,M,True
1937.0,Unprovoked,AUSTRALIA,Northern Territory,Pearl diving,M,True
1937.0,Invalid,ITALY,Liguria,,,True
1937.0,Unprovoked,GREECE,,,,True
1937.0,Provoked,AUSTRALIA,New South Wales,"Fishing from launch, fell into net with shark",M,False
1937.0,Unprovoked,USA,Texas,Swimming,M,True
1937.0,Provoked,USA,Texas,Fishing,M,False
1937.0,Unprovoked,AUSTRALIA,Queensland,"Refused permission to cross on the ferry, he was swimming across the river",M,True
1937.0,Invalid,AUSTRALIA,New South Wales,Bathing,M,True
1937.0,Invalid,AUSTRALIA,Victoria,Swimming,M,True
1937.0,Unprovoked,AUSTRALIA,New South Wales,Swimming,M,True
1937.0,Unprovoked,AUSTRALIA,New South Wales,Swimming ashore after launch capsized,M,False
1937.0,Boating,AUSTRALIA,New South Wales,Fishing,,False
1937.0,Provoked,AUSTRALIA,Queensland,Fishing,M,False
1937.0,Invalid,AUSTRALIA,South Australia,12 of the Penang's crew were returning to the ship when their 12' dinghy capsized,M,True
1937.0,Provoked,AUSTRALIA,New South Wales,Holding shark's tail ,M,False
1937.0,Unprovoked,AUSTRALIA,Torres Strait,,M,False
1936.0,Unprovoked,USA,Hawaii,"Diving, attempting to retrieve body of drowning victim wedged between rocks",M,False
1936.0,Boating,AUSTRALIA,Queensland,Sculling,,False
1936.0,Provoked,AUSTRALIA,New South Wales,Fishing for the shark that killed George Lundberg,,False
1936.0,Unprovoked,AUSTRALIA,New South Wales,Swimming,M,True
1936.0,Boating,AUSTRALIA,Victoria,Fishing,M,True
1936.0,Provoked,AUSTRALIA,Torres Strait,Spearfishing ,M,False
1936.0,,VIETNAM,,Wreck of a sampam,M,True
1936.0,Unprovoked,USA,Hawaii,Swimming,M,False
1936.0,Unprovoked,AUSTRALIA,Torres Strait,"Trochus diving, but floating on surface",M,False
1936.0,Unprovoked,ICELAND,Fishing Grounds,Swept overboard,M,False
1936.0,Provoked,CANADA,Newfoundland,Fishing for cod,,False
1936.0,Unprovoked,AUSTRALIA,Torres Strait,Pearl diving,M,False
1936.0,Boating,USA,North Carolina,Fishing,M,False
1936.0,Unprovoked,USA,Massachusetts,Swimming crawl stroke,M,True
1936.0,Boating,USA,New Jersey,Fishing for bluefish,,False
1936.0,Unprovoked,AUSTRALIA,Torres Strait,Diving,M,False
1936.0,Boating,SOUTH AFRICA,Western Cape Province,"Fishing, catching snoek, Thyrsites atun",,False
1936.0,Unprovoked,AUSTRALIA,Torres Strait,"Diving for trochus , but swimming on surface",M,True
1936.0,Unprovoked,USA,Florida,Swimming,M,True
1936.0,Unprovoked,AUSTRALIA,Queensland,Diving for trochus,M,False
1936.0,Unprovoked,AUSTRALIA,Queensland,Diving,M,False
1936.0,Provoked,USA,Florida,Fishing,M,False
1936.0,Unprovoked,AUSTRALIA,Torres Strait,Among 31 survivors of crew from the sampan Fukulya Maru (which reached Thursday Island in rowing boat) was a man whose arm had been bitten off by shark. The sampan wrecked west of McArthur island ,M,False
1936.0,Unprovoked,AUSTRALIA,Queensland,Diving for trochus,M,False
1936.0,Boating,AUSTRALIA,Northern Territory,Rowing ,,False
1936.0,Provoked,AUSTRALIA,New South Wales,Touching the mouth of a supposedly dead shark,F,False
1936.0,Unprovoked,AUSTRALIA,Queensland,Sculling,M,False
1936.0,Unprovoked,AUSTRALIA,New South Wales,Swimming,M,True
1936.0,Unprovoked,AUSTRALIA,South Australia,"Swimming. Passer-by, Len Bedford, heard him shriek , saw shark leap from the water & swimmer disappeared",M,True
1936.0,Invalid,AUSTRALIA,Queensland,Surfing,M,True
