Year,Type,Country,Area,Activity,Sex ,Fatal
1999.0,Unprovoked,USA,Florida,Body boarding,M,False
1999.0,Unprovoked,USA,Florida,Body surfing,M,False
1999.0,Unprovoked,USA,Florida,Surfing,M,False
1999.0,Unprovoked,USA,Hawaii,"Surfing, lying on surfboard",M,False
1999.0,Unprovoked,USA,Florida,Wading to shore after surfing,M,False
1999.0,Boating,ITALY,Adriatic Sea,Fishing,,False
1999.0,Unprovoked,USA,California,Kayaking,M,False
1999.0,Unprovoked,USA,Florida,Wading,F,False
1999.0,Unprovoked,USA,South Carolina,Wading,F,False
1999.0,Unprovoked,USA,Florida,Surfing,M,False
1999.0,Provoked,USA,Florida,Wading,M,False
1999.0,Unprovoked,USA,Florida,Wading with surfboard,M,False
1999.0,Unprovoked,USA,Florida,Surfing,M,False
1999.0,Unprovoked,USA,North Carolina,Surfing,M,False
1999.0,Unprovoked,MARSHALL ISLANDS,Ralik Chain,Fishing,M,False
1999.0,Unprovoked,USA,Florida,Surfing,M,False
1999.0,Unprovoked,USA,South Carolina,Lying prone in 2' of water,M,False
1999.0,Unprovoked,USA,Florida,Body surfing,M,False
1999.0,Unprovoked,BAHAMAS,Abaco Islands,Spearfishing & holding catch,M,False
1999.0,Unprovoked,SOUTH AFRICA,Western Cape Province,Surfing,M,False
1999.0,Unprovoked,USA,Florida,Swimming with dolphins,M,False
1999.0,Unprovoked,USA,Hawaii,Surfing,M,False
1999.0,Unprovoked,SOUTH AFRICA,Western Cape Province,Boogie boarding,M,True
1999.0,Unprovoked,USA,South Carolina,,M,False
1999.0,Unprovoked,USA,Florida,Wading in school of baitfish,F,False
1999.0,Unprovoked,SOUTH AFRICA,Eastern Cape Province,Surfing,M,False
1999.0,Unprovoked,USA,Florida,Adrift in a life jacket,M,False
1999.0,Unprovoked,USA,Florida,Surfing,M,False
1999.0,Unprovoked,USA,Florida,Swimming,M,False
1999.0,Unprovoked,USA,Florida,Splashing / wading,M,False
1999.0,Unprovoked,AUSTRALIA,South Australia,Windsurfing,M,True
1999.0,Unprovoked,BRAZIL,Pernambuco,Surfing,M,False
1999.0,Unprovoked,MAURITIUS,Grand Baie,Swimming,F,False
1999.0,Unprovoked,REUNION,L' Etang Salé-les-Bains,Swimming after being swept into sea by a large wave,M,True
1999.0,Unprovoked,USA,Florida,Surfing,M,False
1999.0,Unprovoked,NEW ZEALAND,South Island,Spearfishing & diving for paua,M,False
1999.0,Provoked,BRAZIL,Rio Grande de Norte,Scientific research (Dr. Sonny Gruber's student),M,False
1999.0,Unprovoked,USA,Hawaii,"Swimming, towing a kayak",F,True
1999.0,Unprovoked,NEW CALEDONIA,Loyalty Islands,Spearfishing,M,False
1999.0,Provoked,NEW ZEALAND,,Fishing,M,False
1999.0,Unprovoked,USA,Hawaii,Body surfing or body boarding,M,False
1999.0,Unprovoked,USA,Hawaii,Swimming near pod of whales,F,False
1999.0,Boating,USA,North Carolina,Cruising,,False
1999.0,Unprovoked,AUSTRALIA,New South Wales,Surfing,M,False
1999.0,Unprovoked,USA,Florida,Surfing,M,False
1999.0,Unprovoked,MAURITIUS,,Spearfishing,M,False
1999.0,Unprovoked,SOUTH AFRICA,Eastern Cape Province,Paddle Skiing,M,False
1999.0,Boating,NEW ZEALAND,North Island,Inflatable boat,,False
1999.0,Invalid,AUSTRALIA,Northern Territory,Fishing,F,True
1999.0,Unprovoked,REUNION,Saint-Leu,Spearfishing,,True
1999.0,Unprovoked,SOUTH AFRICA,Western Cape Province,Spearfishing,M,False
1999.0,Invalid,USA,Virginia,Body surfing,M,True
1998.0,Provoked,USA,Florida,Surfing,M,False
1998.0,Unprovoked,AUSTRALIA,South Australia,Standing,F,False
1998.0,Unprovoked,SOUTH AFRICA,Eastern Cape Province,Surfing,M,False
1998.0,Unprovoked,SOUTH AFRICA,Eastern Cape Province,Splashing,M,False
1998.0,Unprovoked,AUSTRALIA,South Australia,Surfing,F,False
1998.0,Unprovoked,USA,Florida,Swimming,M,True
1998.0,Unprovoked,USA,Florida,Surfing,M,False
1998.0,Unprovoked,USA,Florida,Walking,M,False
1998.0,Unprovoked,USA,Oregon,Surfing,M,False
1998.0,Provoked,JAPAN,Southern Japan,Fishing for tuna,M,False
1998.0,Unprovoked,BRAZIL,Pernambuco,Surfing,M,True
1998.0,Unprovoked,USA,Florida,Swimming,F,False
1998.0,Unprovoked,SOUTH AFRICA,Eastern Cape Province,Surfing,M,False
1998.0,Unprovoked,USA,Florida,Surfing,M,False
1998.0,Unprovoked,BRAZIL,Pernambuco,Surfing,M,False
1998.0,Unprovoked,REUNION,Saint-Benoît,Diving,,False
1998.0,Unprovoked,USA,Florida,,M,False
1998.0,Unprovoked,USA,Florida,Surfing,M,False
1998.0,Unprovoked,USA,Florida,Surfing,M,False
1998.0,Unprovoked,SOUTH AFRICA,Eastern Cape Province,Fishing / washing bait off hands,M,False
1998.0,Unprovoked,USA,Florida,Surfing,M,False
1998.0,Provoked,SENEGAL,Cap Vert Peninsula,Spearfishing,M,False
1998.0,Unprovoked,USA,Florida,Surfing,M,False
1998.0,Invalid,ITALY,Marches region,Fishing,,True
1998.0,Unprovoked,USA,California,Boogie boarding,M,False
1998.0,Unprovoked,USA,Virginia,Spearfishing,M,False
1998.0,Unprovoked,BAHAMAS,Berry Islands,Spearfishing,M,False
1998.0,Unprovoked,USA,Florida,Body-boarding,M,False
1998.0,Provoked,SOUTH AFRICA,Transvaal,Moving a shark in a net ,M,False
1998.0,Unprovoked,SOUTH AFRICA,Western Cape Province,Surfing (or body boarding),M,False
1998.0,Unprovoked,SOUTH AFRICA,Western Cape Province,Spearfishing,M,False
1998.0,Unprovoked,BRAZIL,Pernambuco,Surfing,M,False
1998.0,Unprovoked,USA,Florida,Surfing,M,False
1998.0,Unprovoked,SOUTH AFRICA,Western Cape Province,Wading,M,False
1998.0,Unprovoked,SOUTH AFRICA,Eastern Cape Province,Surfing,M,False
1998.0,Unprovoked,SOUTH AFRICA,Western Cape Province,Surfing,M,False
1998.0,Unprovoked,AUSTRALIA,South Australia,Free diving for abalone,M,True
1998.0,Unprovoked,SOUTH AFRICA,Eastern Cape Province,Body Boarding,M,True
1998.0,Unprovoked,USA,Florida,Surfing,M,False
1998.0,Unprovoked,SOUTH AFRICA,Eastern Cape Province,Surfing,M,False
1998.0,Unprovoked,SOUTH AFRICA,Eastern Cape Province,Surfing,M,False
1998.0,Unprovoked,SOUTH AFRICA,Eastern Cape Province,Body boarding,M,False
1998.0,Unprovoked,SOUTH AFRICA,Eastern Cape Province,Body boarding,M,False
1998.0,Unprovoked,USA,Florida,Surfing,M,False
1998.0,Unprovoked,USA,Florida,Swimming,F,False
1998.0,Unprovoked,USA,Florida,Swimming / surfing,M,False
1998.0,Unprovoked,SOUTH AFRICA,Western Cape Province,Body boarding,M,False
1998.0,Unprovoked,MOZAMBIQUE,Gaza,Towing rubber dinghy,F,True
1998.0,Unprovoked,USA,Oregon,Surfing (lying prone on his board),M,False
1998.0,Provoked,USA,Florida,Scuba diving,M,False
1998.0,Unprovoked,BRAZIL,Pernambuco,Swimming ,M,True
1998.0,Unprovoked,NEW CALEDONIA,,,,False
1998.0,Unprovoked,USA,Florida,Swimming,M,False
1998.0,Unprovoked,SOUTH AFRICA,Western Cape Province,Snorkeling – hunting crayfish and abalone,M,False
1998.0,Unprovoked,USA,Florida,Swimming or paddle boarding,M,False
1998.0,Unprovoked,USA,Florida,Swimming,M,False
1998.0,Invalid,AUSTRALIA,New South Wales,Spearfishing,M,True
1998.0,Unprovoked,NEW CALEDONIA,South Province,Windsurfing,M,False
1998.0,Unprovoked,REUNION,Grand'Anse,Bathing,M,True
1998.0,Unprovoked,SOUTH AFRICA,Eastern Cape Province,Surfing,M,False
1998.0,Unprovoked,AUSTRALIA,South Australia,Surfing,M,False
1998.0,Unprovoked,MOZAMBIQUE,Maputo Province,Surfing,M,False
1998.0,Unprovoked,SOUTH AFRICA,Eastern Cape Province,Surfing,M,True
1998.0,Unprovoked,REUNION,Beaufonds,Diving,,True
1998.0,Unprovoked,USA,Virginia,Spearfishing on scuba & transferring fish onto a stringer,M,False
1997.0,Unprovoked,SOUTH AFRICA,Western Cape Province,Spearfishing,M,True
1997.0,Unprovoked,SOUTH AFRICA,Eastern Cape Province,Sitting on surfboard,M,False
1997.0,Invalid,USA,Florida,,F,True
1997.0,Unprovoked,USA,Florida,Swimming,M,False
1997.0,Unprovoked,AUSTRALIA,Western Australia,Scuba diving (submerged riding a scooter),M,False
1997.0,Unprovoked,USA,Florida,Swimming,M,False
1997.0,Invalid,AUSTRALIA,New South Wales,Unknown,M,True
1997.0,Unprovoked,AUSTRALIA,Western Australia,Surf-skiing,M,False
1997.0,Unprovoked,USA,Hawaii,Body boarding or surfing,M,False
1997.0,Unprovoked,USA,Florida,Surfing,M,False
1997.0,Unprovoked,USA,Florida,Surfing,M,False
1997.0,Boat,SOUTH AFRICA,Eastern Cape Province,Fishingat,,False
1997.0,Unprovoked,USA,Florida,Swimming,F,False
1997.0,Unprovoked,BRAZIL,Pernambuco,Swimming,M,True
1997.0,Unprovoked,USA,Florida,Surfing,M,False
1997.0,Unprovoked,USA,Florida,Surfing,,False
1997.0,Unprovoked,USA,Florida,Surfing,M,False
1997.0,Unprovoked,USA,Florida,Surfing,M,False
1997.0,Unprovoked,USA,Florida,Walking / surfing,M,False
1997.0,Unprovoked,USA,California,Surfing (sitting on his board),M,False
1997.0,Invalid,MEXICO,Quintana Roo,SCUBA diving,M,True
1997.0,Unprovoked,MEXICO,Quintana Roo,SCUBA diving,M,True
1997.0,Unprovoked,USA,Florida,Floating on raft,F,False
1997.0,Unprovoked,EGYPT,Red Sea,Fishing,M,False
1997.0,Unprovoked,EGYPT,Red Sea,Fishing,M,True
1997.0,Unprovoked,USA,Florida,Boogie boarding,M,False
1997.0,Unprovoked,USA,Florida,Surfing,M,False
1997.0,Unprovoked,USA,Texas,Wading,F,False
1997.0,Unprovoked,USA,Florida,Wade-fishing,M,False
1997.0,Unprovoked,USA,Florida,Body surfing,M,False
1997.0,Unprovoked,USA,Florida,Wading / Surfing,M,False
1997.0,Unprovoked,AUSTRALIA,Queensland,Surfing,M,False
1997.0,Unprovoked,SOUTH AFRICA,Eastern Cape Province,Surfing,M,True
1997.0,Unprovoked,BRAZIL,Pernambuco,Surfing,M,False
1997.0,Unprovoked,USA,South Carolina,Standing,M,False
1997.0,Unprovoked,OKINAWA,Miyako,Fishing for octopus,M,True
1997.0,Unprovoked,BRAZIL,Pernambuco,Surfing,,False
1997.0,Unprovoked,USA,Hawaii,Spearfishing / night diving,M,False
1997.0,Unprovoked,FIJI,Taveuni,Snorkeling,F,False
1997.0,Unprovoked,USA,Florida,Surfing,M,False
1997.0,Unprovoked,BRAZIL,Rio de Janeiro,Bathing,M,False
1997.0,Unprovoked,USA,Florida,"Body surfing, stood up on sandbar",M,False
1997.0,Unprovoked,USA,Florida,Spearfishing,M,False
1997.0,Unprovoked,USA,Florida,Surfing,M,False
1997.0,Unprovoked,USA,Florida,Surfing,M,False
1997.0,Unprovoked,BAHAMAS,Abaco Islands,Spearfishing,M,False
1997.0,Unprovoked,BAHAMAS,Abaco Islands,Spearfishing,M,False
1997.0,Unprovoked,BRAZIL,Rio de Janeiro,Windsurfing,M,False
1997.0,Unprovoked,AUSTRALIA,Queensland,Swimming,F,False
1997.0,Unprovoked,AUSTRALIA,Queensland,Scuba diving,M,False
1997.0,Unprovoked,USA,Hawaii,,M,False
1997.0,Unprovoked,REUNION,L'Etang-Sale,,M,False
1997.0,Boat,AUSTRALIA,New South Wales,Rowing ,F,False
1997.0,Unprovoked,AUSTRALIA,Queensland,Snorkeling,M,False
1997.0,Unprovoked,AUSTRALIA,Western Australia,Windsurfing,M,True
1997.0,Unprovoked,REUNION,,Spearfishing,M,True
1997.0,Boat,AUSTRALIA,Victoria,Watching seals,,False
1996.0,Unprovoked,AUSTRALIA,Queensland,Surfing,M,False
1996.0,Unprovoked,SOUTH AFRICA,Eastern Cape Province,Surfing,M,False
1996.0,Unprovoked,NEW CALEDONIA,,Spearfishing,M,True
1996.0,Unprovoked,NEW CALEDONIA,South Province,Attempting to attract dolphins,F,False
1996.0,Unprovoked,USA,California,Surfing,M,False
1996.0,Unprovoked,USA,Florida,Surfing,M,False
1996.0,Unprovoked,BRAZIL,Pernambuco,Surfing,,False
1996.0,Unprovoked,BRAZIL,Pernambuco,Surfing,M,False
1996.0,Unprovoked,OKINAWA,Miyako Island,Swimming or snorkeling,M,True
1996.0,Unprovoked,USA,California,Surfing,M,False
1996.0,Unprovoked,USA,Florida,Surfing,M,False
1996.0,Unprovoked,USA,California,Surfing,M,False
1996.0,Unprovoked,BRAZIL,Pernambuco,,,False
1996.0,Unprovoked,USA,Florida,Swimming,M,False
1996.0,Unprovoked,NEW ZEALAND,Chatham Islands ,Diving for abalone,M,False
1996.0,Unprovoked,USA,Florida,Surfing / Swimming,M,False
1996.0,Unprovoked,USA,Florida,Standing,M,False
1996.0,Unprovoked,USA,Florida,Sitting on surfboard,M,False
1996.0,Invalid,USA,South Carolina,Boogie boarding,F,True
1996.0,Provoked,SOUTH AFRICA,KwaZulu-Natal,Spearfishing,M,False
1996.0,Unprovoked,USA,Hawaii,Body Boarding,M,False
1996.0,Unprovoked,USA,California,Free diving for abalone,M,False
1996.0,Unprovoked,USA,Florida,Wade fishing,M,False
1996.0,Unprovoked,USA,Florida,Standing,F,False
1996.0,Unprovoked,OKINAWA,Miyako,Swimming,M,True
1996.0,Unprovoked,EGYPT / ISRAEL,"South Sinai, Gulf of Aqaba",Free diving with a pod of dolphins,M,False
1996.0,Unprovoked,USA,Massachusetts,Swimming,M,False
1996.0,Unprovoked,USA,Florida,Swimming,M,False
1996.0,Unprovoked,USA,Hawaii,,,False
1996.0,Unprovoked,USA,Florida,,M,False
1996.0,Unprovoked,USA,Florida,Standing,F,False
1996.0,Unprovoked,BAHAMAS,Cat Cay,Diving,M,False
1996.0,Unprovoked,USA,South Carolina,Body surfing,F,False
1996.0,Unprovoked,AUSTRALIA,Victoria,Surfing,M,False
1996.0,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,Surfing,M,False
1996.0,Unprovoked,SOUTH AFRICA,Western Cape Province,Surfing,M,False
1996.0,Invalid,AUSTRALIA,New South Wales,Tech diving ,M,True
1996.0,Unprovoked,USA,Florida,Surfing,M,False
1996.0,Unprovoked,SOUTH KOREA,,Shell Diving,M,True
1996.0,Unprovoked,USA,Florida,Surfing,M,False
1996.0,Unprovoked,USA,Hawaii,,M,False
1996.0,Unprovoked,AUSTRALIA,New South Wales,Swimming,M,False
1996.0,Unprovoked,AUSTRALIA,New South Wales,Swimming,F,False
1996.0,Unprovoked,BRAZIL,Pernambuco,Swimming,M,True
1996.0,Unprovoked,AUSTRALIA,Queensland,Swimming breast stoke,F,False
1996.0,Unprovoked,AUSTRALIA,New South Wales,Fishing in knee-deep water,M,False
1996.0,Unprovoked,AUSTRALIA,New South Wales,Dived naked into the water on a bet,M,False
1996.0,Provoked,USA,Missouri,Swimming in fish tank,F,False
1996.0,Unprovoked,PAPUA NEW GUINEA,Madang Province,,M,True
1996.0,Unprovoked,PAPUA NEW GUINEA,Madang Province,,,False
1996.0,Unprovoked,PAPUA NEW GUINEA,Madang Province,Diving ,,True
1996.0,Sea Disaster,DOMINICAN REPUBLIC,12 miles off the north coast,Boeing 757 enroute from Porta Plata plunged into the sea,,True
1996.0,Unprovoked,AUSTRALIA,New South Wales,Swimming,M,False
1996.0,Provoked,USA,Florida,Wading,M,False
1996.0,Unprovoked,AUSTRALIA,Queensland,Swimming,F,False
1996.0,Unprovoked,USA,Hawaii,Swimming with mask & snorkel,M,False
1996.0,Unprovoked,AUSTRALIA,Western Australia,,,False
1996.0,Boating,AUSTRALIA,New South Wales,Chumming for sharks,,False
1996.0,Unprovoked,REUNION,Saint-Paul ,Surfing,M,True
1996.0,Unprovoked,FIJI,Taveuni,,M,True
1996.0,Unprovoked,USA,North Carolina,Surfing,M,False
1995.0,Unprovoked,USA,Hawaii,,M,False
1995.0,Unprovoked,NEW ZEALAND,"Chatham Islands, east of New  Zealand","Diving, gathering shellfish",M,False
1995.0,Invalid,USA,Hawaii,,M,True
1995.0,Unprovoked,NORTHERN ARABIAN SEA,,Fell off aircraft carrier,M,False
1995.0,Unprovoked,AUSTRALIA,Queensland,,M,False
1995.0,Unprovoked,USA,Florida,Boogie boarding,M,False
1995.0,Unprovoked,USA,Florida,Surfing,M,False
1995.0,Unprovoked,AUSTRALIA,Queensland,Playing / standing,F,False
1995.0,Unprovoked,USA,Florida,Surfing,M,False
1995.0,Unprovoked,USA,Florida,Surfing,M,False
1995.0,Unprovoked,USA,Florida,Surfing,M,False
1995.0,Unprovoked,USA,California,Windsurfing,M,False
1995.0,Unprovoked,USA,Florida,Surfing,M,False
1995.0,Unprovoked,USA,Florida,Swimming,F,False
1995.0,Unprovoked,REUNION,Saint-Denis,Body-boarding,M,True
1995.0,Unprovoked,USA,Florida,Scuba diving,M,True
1995.0,Unprovoked,AUSTRALIA,Western Australia,Abalone diving using Hookah (near calving whales),M,True
1995.0,Unprovoked,USA,California,Abalone diving using Hookah (resting on the surface),M,False
1995.0,Invalid,USA,North Carolina,Swimming,M,True
1995.0,Unprovoked,USA,Florida,Surfing,M,False
1995.0,Unprovoked,USA,South Carolina,On a float,M,False
1995.0,Unprovoked,BRAZIL,Pernambuco,Surfing,M,False
1995.0,Unprovoked,USA,Florida,Surfing,M,False
1995.0,Unprovoked,USA,Florida,Surfing,M,False
1995.0,Unprovoked,USA,North Carolina,Swimming,M,False
1995.0,Unprovoked,USA,North Carolina,Swimming ,M,False
1995.0,Unprovoked,USA,Florida,Surfing,M,False
1995.0,Unprovoked,USA,North Carolina,Diving,,False
1995.0,Unprovoked,TONGA,Vava’u,Fishing,M,False
1995.0,Unprovoked,USA,Florida,Wading,M,False
1995.0,Invalid,USA,North Carolina,Swimming,M,True
1995.0,Unprovoked,USA,Florida,Surfing,M,False
1995.0,Unprovoked,USA,South Carolina,"""Riding waves on a board""",F,False
1995.0,Unprovoked,USA,Florida,Body boarding,M,False
1995.0,Invalid,TONGA,Vava’u,Fishing,M,True
1995.0,Invalid,USA,California,Diving,M,True
1995.0,Unprovoked,USA,Florida,Surfing,M,False
1995.0,Unprovoked,USA,Florida,Surfing,M,False
1995.0,Unprovoked,USA,Florida,Surfing,M,False
1995.0,Unprovoked,USA,Florida,Standing,M,False
1995.0,Unprovoked,USA,South Carolina,,M,False
1995.0,Unprovoked,USA,South Carolina,Swimming,F,False
1995.0,Unprovoked,USA,Florida,Body boarding,M,False
1995.0,Unprovoked,BRAZIL,Pernambuco,Surfing,M,True
1984.0,Unprovoked,SOUTH AFRICA,Eastern Cape Province,Surfing,M,False
1995.0,Unprovoked,USA,Texas,Surfing,M,False
1995.0,Provoked,USA,Mississippi,Fishing,F,False
1995.0,Provoked,USA,South Carolina,Jumped off surfboard & landed on the shark,M,False
1995.0,Unprovoked,USA,California,Scuba diving (ascending using scooter),M,False
1995.0,Unprovoked,USA,California,Kayaking,F,False
1995.0,Unprovoked,USA,Georgia,Playing / jumping,M,False
1995.0,Unprovoked,USA,South Carolina,Surfing,M,False
1995.0,Unprovoked,USA,Florida,Swimming,M,False
1995.0,Unprovoked,USA,Florida,Swimming,F,False
1995.0,Unprovoked,USA,Hawaii,Swimming,M,False
1995.0,Unprovoked,HONG KONG,Clearwater Bay,Swimming,F,True
1995.0,Unprovoked,HONG KONG,New Territories,Swimming,M,True
1995.0,Unprovoked,HONG KONG,New Territories,Diving,,True
1995.0,Unprovoked,USA,Florida,Surfing,M,False
1995.0,Unprovoked,FIJI,Yasawa Islands,Sleeping in anchored boat,M,True
1995.0,Unprovoked,AUSTRALIA,Western Australia,,,False
1995.0,Unprovoked,SOUTH KOREA,,Diving for abalone,F,True
1995.0,Invalid,USA,Florida,,M,True
1995.0,Unprovoked,USA,Florida,,M,False
1995.0,Unprovoked,AUSTRALIA,New South Wales,Diving,M,False
1995.0,Unprovoked,JAPAN,Aichi Prefecture,Scuba diving for bivalves,M,True
1995.0,Unprovoked,AUSTRALIA,New South Wales,Surf skiing,F,False
1995.0,Unprovoked,AUSTRALIA,South Australia,Surfing,M,False
1995.0,Unprovoked,BRAZIL,Maranhão,Swimming,,True
1995.0,Unprovoked,SOUTH AFRICA,Eastern Cape Province,Swimming,M,False
1995.0,Unprovoked,VENEZUELA,,Wind surfing,M,False
1995.0,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,Swimming,M,True
1995.0,Unprovoked,BRAZIL,Pernambuco,Surfing,M,False
1995.0,Invalid,SOUTH AFRICA,,Diving,M,True
1995.0,Provoked,AUSTRALIA,Queensland,Snorkeling,M,False
1995.0,Invalid,USA,North Carolina,Scuba diving,M,True
1995.0,Unprovoked,USA,South Carolina,,M,False
1994.0,Unprovoked,SOUTH AFRICA,Western Cape Province,Body boarding,M,False
1994.0,Unprovoked,USA,Hawaii,"Surfing, sitting on board",,False
1994.0,Unprovoked,BRAZIL,Pernambuco,Surfing,M,False
1994.0,Unprovoked,BRAZIL,Pernambuco,Surfing,M,False
1994.0,Unprovoked,VANUATU,Tafea Province,,,False
1994.0,Invalid,AUSTRALIA,Queensland,Murder victim,M,True
1994.0,Unprovoked,USA,California,Commercial diver (submerged or treading water),M,True
1994.0,Unprovoked,BRAZIL,Pernambuco,Surfing,M,True
1994.0,Unprovoked,SOUTH AFRICA,Western Cape Province,Spearfishing,M,False
1994.0,Unprovoked,USA,Hawaii,"Surfing, paddling seawards",F,False
1994.0,Unprovoked,USA,Hawaii,Surfing,,False
1994.0,Unprovoked,BRAZIL,Pernambuco,Surfing,,False
1994.0,Unprovoked,BRAZIL,Pernambuco,Surfing,M,False
1994.0,Provoked,USA,Florida,Wading,F,False
1994.0,Unprovoked,USA,Florida,Surfing,M,False
1994.0,Unprovoked,USA,South Carolina,Swimming,F,False
1994.0,Unprovoked,USA,Oregon,Surfing,M,False
1994.0,Sea Disaster,USA,Florida,Adrift on refugee raft,M,True
1994.0,Unprovoked,USA,Hawaii,Jumped off rocks into white water,F,False
1994.0,Unprovoked,JAPAN,Kagoshima Prefecture,,,False
1994.0,Unprovoked,BRAZIL,Pernambuco,Surfing,M,False
1994.0,Unprovoked,BRAZIL,Pernambuco,Swimming,M,True
1994.0,Unprovoked,REUNION,Saint-Denis,Windsurfing,M,True
1994.0,Unprovoked,SOUTH AFRICA,Eastern Cape Province,Surfing,M,True
1994.0,Unprovoked,SOUTH AFRICA,Eastern Cape Province,Surfing,M,False
1994.0,Unprovoked,BRAZIL,Pernambuco,Surfing,M,False
1994.0,Unprovoked,USA,Florida,Surfing,M,False
1994.0,Unprovoked,BAHAMAS,Grand Bahama Island,Spearfishing,M,False
1994.0,Unprovoked,USA,Florida,Surfing,M,False
1994.0,Unprovoked,USA,Florida,Surfing,M,False
1994.0,Unprovoked,USA,Florida,Spearfishing,M,False
1994.0,Unprovoked,USA,Florida,Wading,F,False
1994.0,Unprovoked,USA,Florida,Wading,M,False
1994.0,Unprovoked,USA,Florida,Surfing,M,False
1994.0,Invalid,USA,California,,F,True
1994.0,Unprovoked,REUNION,Saint-Joseph,,,True
1994.0,Unprovoked,BAHAMAS,,Wading,M,False
1994.0,Unprovoked,USA,Florida,Freediving for seashells,M,False
1994.0,Unprovoked,SOUTH AFRICA,Western Cape Province,Spearfishing,M,True
1994.0,Unprovoked,CHILE,,Swimming alongside NOAA research vessel Discoverer,F,False
1994.0,Unprovoked,CHILE,,Swimming alongside NOAA research vessel Discoverer,M,False
1994.0,Provoked,USA,California,Removing shark from tank in nightclub ,M,False
1994.0,Unprovoked,BRAZIL,Pernambuco,Surfing,M,False
1994.0,Unprovoked,SOUTH AFRICA,Western Cape Province,Spearfishing,M,False
1994.0,Unprovoked,USA,Florida,Surfing,M,False
1994.0,Provoked,USA,Hawaii,Fishing,M,False
1994.0,Unprovoked,SOUTH AFRICA,Eastern Cape Province,Surfing,M,False
1994.0,Unprovoked,NEW CALEDONIA,South Province,Fishing,,True
1994.0,Unprovoked,BRAZIL,Pernambuco,Swimming,M,False
1994.0,Unprovoked,USA,Hawaii,Surfing,M,True
1994.0,Unprovoked,SOUTH AFRICA,Eastern Cape Province,Windsurfing,M,False
1994.0,Boat,AUSTRALIA,Western Australia,Fishing,,False
1994.0,Unprovoked,AUSTRALIA,Queensland,"Swimming, after falling off towed kneeboard",M,False
1994.0,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,Swimming ,M,False
1994.0,Unprovoked,HONG KONG,,Playing volleyball with friends,F,False
1994.0,Unprovoked,USA,Florida,Surfing,M,False
1993.0,Unprovoked,USA,Hawaii,Surfing,M,True
1993.0,Unprovoked,USA,Florida,Swimming,M,False
1993.0,Unprovoked,AUSTRALIA,Western Australia,Hookah diving,M,True
1993.0,Unprovoked,USA,Hawaii,"Surfing, paddling shorewards",M,False
1993.0,Unprovoked,SOMALIA,Banaadir Region,Stamding,M,True
1993.0,Unprovoked,USA,California,Surfing,M,False
